"","subj_idx","stim","response","rt","condition"
"492","1002","0.5","1",1.64992554100172,"-1"
"493","1002","1.5","1",1.67428716699942,"-1"
"494","1002","1.5","1",1.58992312499322,"-1"
"495","1002","-1.5","0",0.801234415994259,"1"
"496","1002","-1.5","0",1.01690612499078,"1"
"497","1002","-0.5","0",1.0807324579946,"1"
"498","1002","-0.5","1",2.67376725000213,"1"
"499","1002","0","0",1.65672199999972,"1"
"500","1002","0","1",2.60175737499958,"1"
"501","1002","0","1",1.83410266699502,"1"
"502","1002","0","0",2.54017704100988,"1"
"503","1002","0","1",3.46734908300277,"1"
"504","1002","0","1",2.72924370900728,"1"
"505","1002","0","1",3.61233708300279,"1"
"506","1002","0","1",1.03686866600765,"1"
"507","1002","0","1",2.76976183400257,"1"
"508","1002","0","1",2.1524886249972,"1"
"509","1002","0","1",2.57028904200706,"1"
"510","1002","0","1",1.03613545899861,"1"
"511","1002","0","1",3.12299337500008,"1"
"512","1002","0","0",1.06593420800345,"1"
"513","1002","0","1",1.79860791600368,"1"
"514","1002","0","0",3.82094470900483,"1"
"515","1002","0.5","1",0.935933250002563,"1"
"516","1002","0.5","1",1.68461970800126,"1"
"517","1002","0.5","1",3.50686095800484,"1"
"518","1002","1.5","1",1.87418204199639,"1"
"519","1002","1.5","1",1.10976433299948,"1"
"520","1002","-1.5","0",1.12489312500111,"1"
"521","1002","-1.5","0",1.94840912500513,"1"
"522","1002","-0.5","1",1.75762758300698,"1"
"523","1002","-0.5","1",2.190238708994,"1"
"524","1002","0","1",2.66206670900283,"1"
"525","1002","0","1",2.0770202499989,"1"
"526","1002","0","1",1.79755824999302,"1"
"527","1002","0","1",0.787282834004145,"1"
"528","1002","0","0",1.31674829199619,"1"
"529","1002","0","1",1.93521287498879,"1"
"530","1002","0","1",2.98793375000241,"1"
"531","1002","0","1",2.07635499999742,"1"
"532","1002","0","0",3.88370658300119,"1"
"533","1002","0","1",3.53934254200431,"1"
"534","1002","0","0",3.75540154099872,"1"
"535","1002","0","1",1.22094654200191,"1"
"536","1002","0","1",0.780352540998138,"1"
"537","1002","0","1",2.07384687499143,"1"
"538","1002","0","1",3.26575745799346,"1"
"539","1002","0","0",3.67617299999984,"1"
"540","1002","0.5","1",0.822445583005901,"1"
"541","1002","0.5","1",0.9555491659994,"1"
"542","1002","0.5","1",1.72104695900634,"1"
"543","1002","1.5","1",1.63243354200677,"1"
"544","1002","1.5","1",1.35976095800288,"1"
"545","1002","-1.5","0",0.690366333001293,"-1"
"546","1002","-1.5","0",1.43501116700645,"-1"
"547","1002","-0.5","0",1.31552366699907,"-1"
"548","1002","-0.5","1",2.1582221659919,"-1"
"549","1002","0","0",1.13579749999917,"-1"
"550","1002","0","0",1.74990529099887,"-1"
"551","1002","0","0",3.39389654199476,"-1"
"552","1002","0","0",2.77465033400222,"-1"
"553","1002","0","1",1.45183429199096,"-1"
"554","1002","0","1",1.73675833299058,"-1"
"555","1002","0","1",2.15853600000264,"-1"
"556","1002","0","1",2.63385337499494,"-1"
"557","1002","0","0",2.63888787500036,"-1"
"558","1002","0","1",2.43406866700388,"-1"
"559","1002","0","0",1.50895320800191,"-1"
"560","1002","0","1",2.38588600000367,"-1"
"561","1002","0","1",0.99155241700646,"-1"
"562","1002","0","1",2.23153112501313,"-1"
"563","1002","0","1",2.22863120900001,"-1"
"564","1002","0","0",1.61834283301141,"-1"
"565","1002","0.5","1",1.48166775000573,"-1"
"566","1002","0.5","0",2.90042254199216,"-1"
"567","1002","0.5","1",1.01366154100106,"-1"
"568","1002","1.5","1",0.924956749993726,"-1"
"569","1002","1.5","1",0.864886124996701,"-1"
"570","1002","-1.5","0",0.848343250007019,"0"
"571","1002","-1.5","0",0.928244875001838,"0"
"572","1002","-0.5","0",2.49392929099849,"0"
"573","1002","-0.5","1",0.941301124999882,"0"
"574","1002","0","1",1.23268891700718,"0"
"575","1002","0","1",1.95039525000902,"0"
"576","1002","0","1",1.9623295830097,"0"
"577","1002","0","1",1.39861950000341,"0"
"578","1002","0","1",1.20724583300762,"0"
"579","1002","0","1",1.34021537500666,"0"
"580","1002","0","1",1.54622274999565,"0"
"581","1002","0","1",1.91317900001013,"0"
"582","1002","0","1",1.08261745799973,"0"
"583","1002","0","1",2.4721724580013,"0"
"584","1002","0","1",2.57791399999405,"0"
"585","1002","0","1",0.991545874989242,"0"
"586","1002","0","0",0.919328999996651,"0"
"587","1002","0","1",0.772922375006601,"0"
"588","1002","0","1",2.29743212499307,"0"
"589","1002","0","1",0.977216957995552,"0"
"590","1002","0.5","1",1.25669808400562,"0"
"591","1002","0.5","1",1.76228845800506,"0"
"592","1002","0.5","1",0.949591583004803,"0"
"593","1002","1.5","1",1.09381237500929,"0"
"594","1002","1.5","1",1.46959049999714,"0"
"595","1003","-1.5","0",0.717452541008242,"-1"
"596","1003","-1.5","0",0.754362749998108,"-1"
"597","1003","-0.5","1",1.53532354100025,"-1"
